Title,Artist,Price,Themes,Dimensions,Style,Description,Link,Image
Le Cri De Notre Monde,Oleg Andrienko,26.0,"['eye', 'dark', 'life', 'global', 'problems', 'globalproblems', 'ecological', 'social']",,Outsider Art,"a picture of the global problems of our world as well as in the political social ecological plan

                
                    About this artwork: Classification, Techniques & Styles
                      Outsider Art     [...]",https://www.artmajeur.com/oleg-andrienko/en/artworks/16028101/le-cri-de-notre-monde,downloaded_images/16028101_eye-watch.jpg
White On Red,Alexander Mats,25.0,"['red', 'vertikal', 'flowers']",,Figurative,"About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative and colorful painting having taken the liberty of including all forms of art[...]",https://www.artmajeur.com/alexander-mats-photography/en/artworks/16251049/white-on-red,downloaded_images/16251049_cvety-6-25h50-sm.jpg
Follow The Yellow Road- Cover Image Sor,Daniela Musli,,[],,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                      Manipulated Photography       Photograph which has been digitally modified or by another method modifying[...]",https://www.artmajeur.com/daniela/en/artworks/15564124/follow-the-yellow-road-cover-image-sor-rapport,downloaded_images/15564124_sor2023.jpg
Abstraction 4,Loran De Cevinne,,"['abstraction', 'loran de cevinne', 'peinture numérique']",,Abstract,"Peinture numérique abstraite

                
                    About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer,[...]",https://www.artmajeur.com/lorandecevinne/en/artworks/17592391/abstraction-4,downloaded_images/17592391_abstract4loran.jpg
Тонущая Машина,Olga Ilina,115.08,"['диджитал', '', 'машина', 'черное', 'белое', 'абстракция']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/ol-ga-il-ina/en/artworks/15865207/tonusaa-masina,downloaded_images/15865207_img-25062022-182716-3400-x-6000-piksel.jpg
Dog Pastel,Fabio Souza,25.0,"['dog', 'abstrato', 'pastel', 'art', 'digitalart', 'dogart']",,Abstract,"Dog abstract art digital

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers[...]",https://www.artmajeur.com/fabio-fsouza/en/artworks/16469158/dog-pastel,downloaded_images/16469158_doguinho-arte-em-pastel-full-resol.jpg
Sunlight 10.22,Zosan Naroz,,"['Ciel', 'océan', 'soleil', 'méditation', 'minimalisme', 'rêve', 'poésie', 'zen']",,Minimalism,"Cette oeuvre se caractérise par sa limpidité, sa simplicité apaisante, Elle se compose d' un registre en modulations de Bleu et de banc, libérée de toute écriture conceptuelle. Je suis à la recherche de la synthèse la plus harmonieuse de la lumière et des formes afin que l'œuvre développe une charge émotionnelle plus forte. Je revendique[...]",https://www.artmajeur.com/zosan-naroz/en/artworks/16628239/sunlight-10-22,downloaded_images/16628239_sunlight-1022.jpg
Stork On The Roof,Jivananda,84.88,[],70x100 cm,Figurative,"This is my first digital work - a fabulous landscape. 
You can buy only the image and print any size in the photo salon - up to a maximum of 100x80 cm. 
Or I'll print it and mail it to you.

                
                    About this artwork: Classification, Techniques & Styles[...]",https://www.artmajeur.com/jivananda/en/artworks/16979318/stork-on-the-roof,downloaded_images/16979318_domik-na-artmazeur.jpg
Marilyn Graffiti,Odin Doisy,241.74,"['pop', 'art', 'popart', 'marilyn', 'hollywood', 'street', 'streetart', 'actress', 'photo', 'color', 'doisy', 'doisy.o', 'modern']",80x120 cm,Street Art,"Œuvre numérique Marilyn Graffiti (2021) par DOISY.O, imprimée sur toile 120x80 CM  
signature au dos, certificat d'authenticité numeroté.

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/odin-doisy/en/artworks/14679113/marilyn-graffiti,downloaded_images/14679113_marilyn-tag-final.jpg
Vergänglichkeit,Nicoking,32.0,"['Gelb', 'Dali', 'Salvador', 'Salvador Dali', 'Zeit', 'Vergänglichkeit', 'Tod']",,Surrealism,"Zeit mit Irrationalität

                
                    About this artwork: Classification, Techniques & Styles
                      Surrealism      Founded in 1923 by the writer André Breton, it will unite many[...]",https://www.artmajeur.com/nicoking/en/artworks/16581322/verganglichkeit,downloaded_images/16581322_dall-e-2023-02-20-23-32-01-kunst-im-salvador-dali-stil.jpg
"""Fétiche 1P""",Sophie Duplain,,"['fleur sauvage', 'rouge', 'coquelicot', 'Eté', 'nature', 'France', 'minimaliste']",,Figurative,"Ici la simplicité est émouvante et la beauté éphémère, même à travers une sérigraphie unique sur toile. 
Mon intention était de capturer l'essence fugace d'une fleur avec un minimalisme qui parle directement à l'âme. 
Cette création incarne la passion et la délicatesse, offrant une touche de vitalité et de pureté dans chaque[...]",https://www.artmajeur.com/sophie-duplain/en/artworks/17710735/fetiche-1p,downloaded_images/17710735_dsc-5999.jpg
No Title,Fat Nanard,25.0,[],,Pop Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/fat-nanard/en/artworks/17001637/no-title,downloaded_images/17001637_tableau-digital-v.jpg
Le Câlin,Brigitte Robin,25.0,"['enfant', 'garçon', 'amitié', 'singe', 'amour', 'forêt', 'animal', 'figuratif', 'rêve', 'paix', 'hyperréalisme', 'nature']",,Classicism,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/brigitte-robin/en/artworks/16719103/le-calin,downloaded_images/16719103_le-calin.jpg
D 16,Muzaffer Bulut,25.0,"['dijital', 'nü', 'kadın', 'turuncu', 'tabletçizim', 'nüdijital', 'çıplak', 'çekici', 'erotik']",,Figurative,"Dijital nü tablet çizimi

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative and colorful painting having taken the liberty of including[...]",https://www.artmajeur.com/muzaffer-bulut/en/artworks/16331563/d-16,downloaded_images/16331563_ae8b4db6-4655-4676-abeb-b32e36ad5d87.jpg
White Moon,Mariam Mishvelia,47.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/mariam-mishvelia/en/artworks/17145241/white-moon,downloaded_images/17145241_golden-copymm.jpg
Les Petits Hommes Du Sous - Bois,Mysane,,[],,Abstract,"art digital

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/mysane/en/artworks/14269301/les-petits-hommes-du-sous-bois,downloaded_images/14269301_les-petits-hommes-du-sous-bois.jpg
#Cash4,Ronny Reinecke,,"['pop', 'pop art', 'moderne kunst', 'zeitgenösische kunst', 'robert indianer', 'digital art', 'netart', 'digitale collage', 'fine art', 'fine art print', 'archivpigmentdruck', 'giclée', 'limitierte editition']",,Pop Art,"About this artwork: Classification, Techniques & Styles
                      Collages       Collage is an artistic creation technique that consists of making a plastic creation by[...]",https://www.artmajeur.com/ronny-reinecke-popart-verkauf/en/artworks/16610545/cash4,downloaded_images/16610545_art-plakat-thema-robert-indianer.jpg
Crowd,Tayyar Özkan,184.92,"['crowd', 'city', 'people', 'metropol', 'square', 'man', 'woman', 'child']",50x70 cm,Illustration,"This drawing is about a big crowd at the big square of a metropol city.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/tayyar-ozkan/en/artworks/14936852/crowd,downloaded_images/14936852_crowd.jpg
The Car,Nina Griboedova,2635.5,"['Автомобиль', 'Скрипка', 'Собака', 'концепция', 'Contemporary Atr', 'avangard', 'colorfull', 'colorart', 'newart', 'pictures', 'painting', 'acrilicart', 'exhibition', 'galleryart']",,Cubism,"In my childhood there was a film created by the great director Rolan Bykov. It was called ""The car, the violin and the dog Klyaksa. Everything that is good and real that is in us is created in childhood and accompanies us all our lives. This picture is dedicated to my childhood and the film made by a brilliant director who made films for children[...]",https://www.artmajeur.com/nina-griboedova/en/artworks/15723358/the-car-the-violin-and-the-dog-klyaksa,downloaded_images/15723358_auto-dog-violin-kopirovat.jpg
Autoportrait,Eylliae,25.0,[],,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/eylliae/en/artworks/16402921/autoportrait,downloaded_images/16402921_dom.jpg
,,21.49,"['chrysanthemum', 'golden-daisy', 'asian', 'woman', 'portrait', 'panoramic']",84x32 cm,Illustration,"This art was created in collaboration with tattoo artist Sergo  Mazur and printed in a very limited edition. 
The quality of the print and the aesthetics of the work will pleasantly surprise you, we have tried hard in this ✨✨✨

                
                    About this artwork: Classification,[...]",https://www.artmajeur.com/oleksandra-belyaeva/en/artworks/16465525/golden-chrysanthemum,downloaded_images/16465525_41c6247a-3d2b-4975-b428-b94d0761a577.jpg
Cascade 2,Daniel Coste,,"['eau', 'cascade', 'bleu', 'vert']",,Impressionism,"cascade ( photo format 24x13cm) tirage unique

                
                    About this artwork: Classification, Techniques & Styles
                      Photo Montage       Assembly of photographs obtained by[...]",https://www.artmajeur.com/daniel-coste/en/artworks/16657495/cascade-2,downloaded_images/16657495_cascade-2-art-numerique.jpg
Fresh One,Jose Cortina,25.0,"['expresionism', 'modern art', 'nordic design', 'fashion']",,Expressionism,"Summer 2022

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/jose-cortina/en/artworks/16032355/fresh-one,downloaded_images/16032355_f1d460e5-f084-4af8-b25b-9c8a669fe7f3.jpg
Friends,Viola Gr,25.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/violagr/en/artworks/16911757/friends,downloaded_images/16911757_friendsilustration.jpg
Notitle,Katalin Tóth,25.0,"['Digital', 'Abstract']",,Abstract,"Today's pattern consist of happy, some angry, and both red and white mixture. 
Abstract, digital paintings.

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/katalin-toth/en/artworks/17804257/notitle,downloaded_images/17804257_drawings-01-sketches-3-v1.jpg
The Warning,Iain Sebastian Holder,1465.7,[],50.8x101.6 cm,Symbolism,"Giclee Fine art print on Hahnemuhle Fine Art Pearl 285gsm archival paper. 
From the Gallery - The Schoolyards of Forever. 
 
Discover the visionary digital art of Iain Sebastian. Explore his unique creations that delve into metaphysical relationships, dystopian futures, and the echoes of humanity. Immerse yourself in thought-provoking[...]",https://www.artmajeur.com/iainsebastian/en/artworks/15594286/the-warning,downloaded_images/15594286_the-warning.jpg
Toy,Blec,29.0,"['toy', 'artdigital', 'nft', 'photography', 'nftcommunity', 'art']",,Pop Art,TOY ces ont de nombreuses créations que l'on peut retrouver ici et en nft sur RARIBLE. TOY ce sont de petits animaux amusants nés de mon imagination des œuvres numériques qui peuvent être installées dans toutes les pièces d'un appartement. Profitez en en achetant des œuvres numériques et des nft!.,https://www.artmajeur.com/blec/en/artworks/16479355/toy,downloaded_images/16479355_toy19.jpg
Callisto,Mehdi Bounahmidi,,"['cosmique', 'satellite', 'stellaire', 'céleste', 'étoiles']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/mehdi-bounahmidi/en/artworks/16904323/callisto,downloaded_images/16904323_fresque3.jpg
Distress,Rosangela Rodrigues,59.23,"['dog', 'pets', 'love', 'papillon', 'happy']",,Illustration,"Unconditional love for pets.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art[...]",https://www.artmajeur.com/rosangelarodrigues/en/artworks/15874393/distress,downloaded_images/15874393_desaforo.jpg
Букет Сушёных Цветов,Gulnaz Ars.,23.06,['букет'],,Illustration,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/gulnaz-ars/en/artworks/16613860/buket-susenyh-cvetov,downloaded_images/16613860_img-20220919-202208-985.jpg
Cadre De Calligraphie Islamique,Salim Kecir,,"['calligraphie arabe', 'calligraphie islamique']",,Spiritual Art,"Calligraphie arabe, toile photos islamique imprimée avec cadre, pour décor à la maison, salon ou pour chambre. 
dimensions: 40 X 30 cm 
Prix: 40 euros

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/salim-kecir/en/artworks/17064856/cadre-de-calligraphie-islamique,downloaded_images/17064856_cal-1.jpg
Samba,Jesús Lara Sotelo,102.0,"['arte digital', 'Jesús Lara Sotelo', 'arte cubano']",,Abstract,"Esta serie ha sido concebida como un viaje entre la imaginación y los soportes de la inteligencia artificial se unen para crear una realidad paralela en la que el artista explora sus recuerdos emocionales. La inspiran poemas del libro Amaranto(2016) del artista.

                [...]",https://www.artmajeur.com/jesus-lara-sotelo/en/artworks/16445374/samba,downloaded_images/16445374_7-samba.jpg
-Cryptoshark#1.2;•),Yoks,,"['grand requin blanc', 'cryptoshark#1.2', 'arts numériques', 'nft', 'créateur de nft', 'popart']",,Pop Art,"-CrYpToShArK#1.2;•)  
 
 
Le Grand requin blanc (Carcharodon carcharias) est une espèce de requin de la famille des Lamnidae et de l'ordre des Lamniformes. Avec une taille maximale supérieure à 6 m de long, c'est l'un des plus grands poissons prédateurs vivant actuellement dans les océans.  
 
 
La population[...]",https://www.artmajeur.com/yoksart84/en/artworks/17822245/cryptoshark-1-2-o,downloaded_images/17822245_cryptoshark-1-2-copyright.jpg
Nu En Baie De Somme - 01,Jérôme Dufay,25.0,"['Jérôme Dufay', 'Nu féminin', 'Art numérique']",,Figurative,"Oeuvre réalisée en atelier avec modèle vivant, puis pixelisée pour amateurs et collectionneurs d'arts numériques.

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative     [...]",https://www.artmajeur.com/jerome-dufay/en/artworks/15656047/nu-en-baie-de-somme-01,downloaded_images/15656047_nu-en-baie-de-somme-dsc-1996-01.jpg
Miss Mousse,Mab Carratier,32.0,"['nature', 'mousse', 'forêt', 'minimaliste', 'blanc', 'vert', 'photo', 'dessin']",,femme,"Miss Mousse, de la série ""Ladies"". 
Mousse des bois (du Sud-Ouest de la France) et quelques traits pour une ode à la paresse. 
 
Mix dessin et photo, les ladies sont des visuels frais et féminins, conçus à partir d'éléments nature : fleurs, feuilles, arbre, écorces (ou mousses !), nourriture donnent vie à des petites bonnes[...]",https://www.artmajeur.com/mabcarratier/en/artworks/16521094/miss-mousse,downloaded_images/16521094_miss-mousse3.jpg
Premier Humain Créé,Zael Arbaca,142.0,"['Visage angélique', 'dessin vert', 'humain', 'humanité', 'regard pur', 'création', 'monde nouveau', 'extraterrestres', 'civilisation scientifique', 'evolution', 'apocalypse', 'révélation', 'invention', 'clonage', 'virtuel', 'image douce', 'amour', 'sensualité', 'beauté', 'planète']",,Symbolism,"La connaissance cosmique et mon savoir scientifique m'ont fait créer le premier humain sur une planète d'un système solaire lointain. Rempli de beauté et de sensualité, il se multiplie de différentes facettes comme un clone biologique aux formes et couleurs nouvelles. d'un esprit déterminé, il se révèlera dans son inévitable évolution.[...]",https://www.artmajeur.com/zael-arbaca/en/artworks/15809776/premier-humain-cree,downloaded_images/15809776_0-galerie-de-l-humanite-zael-arbaca-premier-homme.jpg
Anthropomorphic Flowers(1),Hanna Karaleva,454.47,"['flower', 'tulips', 'black', 'folk']",60x50 cm,Conceptual Art,"Tender, fresh flowers suddenly gained character and became interlocutors. Silent and delicate enough to be constantly there and please yourself. Bright, fresh colors, transparent figures on a deep black background sound like folk art. Something simple and pristine, strong and enduring.

                [...]",https://www.artmajeur.com/annushko/en/artworks/15217990/anthropomorphic-flowers-1,downloaded_images/15217990_74e1ed86-c537-4e39-9669-1ea055e8691a.jpg
Circle-Of-Reflexion,Virgil Lazar,122.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/virgil-lazar-66/en/artworks/16530370/circle-of-reflexion,downloaded_images/16530370_circle.jpg
D'or - Collection 1,Siham Kartobi,27.0,"['or', 'noir', 'moderne', 'design', 'couleur', 'contrastes']",,Minimalism,"Le Premier de la collection en cours intitulée : ""D'or""

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/kartobi-siham/en/artworks/16626268/d-or-collection-1,downloaded_images/16626268_d-or-collection-1.jpg
Actarus Goldorak Street,Dominique Kleiner,,['GOLDORAK'],,Pop Art,"About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer, a graphic tablet, a stylus[...]",https://www.artmajeur.com/dominique-kleiner-9385051/en/artworks/17032360/actarus-goldorak-street,downloaded_images/17032360_actarus-goldo-polite.jpg
Das Modell Aus Dem Katalog (Am Computer,Denis Dolheimer,372.0,"['Modell', 'Bekleidung', 'Herz', 'digital']",,Illustration,"Die Zeichnung ""Das Modell aus dem Katalog"" vom Künstler Denis Dolheimer bildet die Grundlage für dieses Bild, welches er am Computer nochmals graphisch überarbeitet hat.

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/denis-dolheimer/en/artworks/16448107/das-modell-aus-dem-katalog-am-computer-uberarbeitet,downloaded_images/16448107_2023-01-11-15-49-31-235.jpg
Iluzja,Waldemar Wojtowicz,25.0,[],,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/wart55/en/artworks/15652060/iluzja,downloaded_images/15652060_zdjecie-2022-03-27-16462.jpg
Relax Max,Laura-Carole Von Borzyskowski,25.0,[],,Expressionism,"Ces l'épuisement total du corps dans une boîte trop étroite. 
Le besoin de ce relaxer près de l'eau. 
Les couleurs son chaude pour réchauffer les cœurs.

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/laura-carole-von-borzyskowski/en/artworks/16831210/relax-max,downloaded_images/16831210_sans-titre-23.jpg
Abstract - E 416,Gai Yu,,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/gaiyu99/en/artworks/16333135/abstract-e-416,downloaded_images/16333135_img-2629-33-fu-ben.jpg
Oltre Il Classicismo,Palma Aceto,25.0,"['Simbolismo', 'arte Metafisica', 'arte digitale', 'figura']",,Symbolism,"Opera digitale, unica ed originale a soggetto simbolista. Ultima della serie Galassia55. Anno di produzione 2023.

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/palma-aceto/en/artworks/16453363/oltre-il-classicismo,downloaded_images/16453363_fb-img-1673609374665.jpg
India,Sara Kouchtaf,25.0,"['elephant', 'abstract', 'colorful', 'warm', 'spiritual', 'chakra', 'design']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/artspower/en/artworks/16519663/india,downloaded_images/16519663_cfeadb0f-1509-44e3-adee-d21e2740e0ab.jpg
Women Series #8,Boy Alkaf,47.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/alkaf-ajo/en/artworks/17127394/women-series-8,downloaded_images/17127394_3-4.jpg
Portrait No. 5020 - Set Of 2,Anita Kaufmann,910.02,"['portrait', 'woman', 'set of 2', 'abstract portrait', 'blue', 'alu dibond']",50x100 cm,Abstract,"Limited Art Edition Print - Digital Art 
 
Limited edition of 10 
 
Set of 2 
 
Print on Aluminium Dibond - wall mounting incl. ready to hang 
 
2 x 50 x 50 cm

                
                    About this artwork: Classification, Techniques & Styles[...]",https://www.artmajeur.com/kaufmann/en/artworks/15759421/portrait-no-5020-set-of-2,downloaded_images/15759421_img-3993.jpg
An Art Object From The Galactic Federati,Vitaliy Ustimenko,,[],,Geometric,"The form was obtained in the process of Channeling in 2020. An object of extraterrestrial origin. I only made this form while in an altered state of consciousness after deep meditation. There are different types of angles. 3d printing is possible

                
                    About this artwork:[...]",https://www.artmajeur.com/vitaliy-ustimenko/en/artworks/16036450/an-art-object-from-the-galactic-federation-of-light,downloaded_images/16036450_front.jpg
Orquídea 3D,Valdecir Balogo,,"['Orquidea', '3D', 'Flor', 'Flores']",,Hyperrealism,"Orquídea em 3D - Modelagem usando os softwares Ligthwave 3D e ZBrush.  
Texturização, Iluminação e Render no Ligthwave 3D. 
Uma imagem simples, mas de extrema beleza, onde tentei reproduzir a leveza das pétalas, a delicada textura da orquídea e sua cor exuberante. 
Um trabalho simples, totalmente em 3D(orquidea e fundo com folhagens[...]",https://www.artmajeur.com/valdecir-balogo/en/artworks/16759948/orquidea-3d,downloaded_images/16759948_orquidea.jpg
02 Periment,Dieter Hamm,25.0,"['Kerze im Glas', 'Candle in a jar']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/hammdieter/en/artworks/17823766/02-periment,downloaded_images/17823766_periment2.jpg
Sailing On A Pink Sea,Gabrielle Marie,25.0,"['Sailing', 'pink', 'sea']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/gabrielle-marie/en/artworks/16676239/sailing-on-a-pink-sea,downloaded_images/16676239_sailing-on-a-pink-sea.jpg
Цветок,Marina Kobzistykh (Marina Chernikova),25.18,[],,Illustration,"Цветок

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/marina-kobzistyh-marina-cernikova/en/artworks/17295013/cvetok,downloaded_images/17295013_1689281454332-p.jpg
2068 Quand Je Ne Serai Plus!!,Morganv6,,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/morganv6/en/artworks/17908798/2068-quand-je-ne-serai-plus,downloaded_images/17908798_diapositive23.jpg
Amarsi Nel Tempo,Bruno Tosi,3311.3,"['amore', 'tempo']",74x50 cm,Conceptual Art,"volersi bene con amore

                
                    About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer,[...]",https://www.artmajeur.com/info-210/en/artworks/16628242/amarsi-nel-tempo,downloaded_images/16628242_2005-amarsi-nel-tempo-cm-50-x-cm-74.jpg
Coeur Fleuri,Alf,25.0,"['art numérique', 'amour', 'passion', 'feuilles', 'fleurs', 'nature', 'art floral']",,Conceptual Art,"""Cœur fleuri"" est une œuvre numérique qui apportera une touche de romantisme et de poésie à votre intérieur. Elle est idéale pour les amoureux de la nature, les passionnés d'art floral et tous ceux qui apprécient l'art abstrait. Elle peut être offerte en cadeau pour une occasion spéciale ou pour ajouter une touche d'originalité[...]",https://www.artmajeur.com/chez-alf/en/artworks/16595029/coeur-fleuri,downloaded_images/16595029_coeur-fleuri.jpg
I Know What I Want,Mossart,25.0,"['collage', 'portrait', 'modern', 'digitales kunstwerk', 'abstrakt', 'frau', 'emotionen']",,Pop Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/xxsol/en/artworks/16183873/i-know-what-i-want,downloaded_images/16183873_collagegirl.jpg
Mystery Girl,Anastasia Gurjewa,25.0,[],,Illustration,"Digital art mystery Girl

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers[...]",https://www.artmajeur.com/anastasia-gurjewa/en/artworks/16682812/mystery-girl,downloaded_images/16682812_6b46eb01-2971-41c3-8fb7-064230f24a07.jpg
Observation,"Yvelise, Maryse Ballu",142.9,"['fruit transparent', 'couleur orange et violette', 'enfant avec jumelles', 'paysage']",40x30 cm,Conceptual Art,"photomontage à partir de mes photos et de photos libre de droit pour crée une image où l'imaginaire peut se déployer.

                
                    About this artwork: Classification, Techniques & Styles
                      Photo Montage     [...]",https://www.artmajeur.com/yvelise-berthellemy-1/en/artworks/17534638/observation,downloaded_images/17534638_yvelise-ballu-blu-abricot.jpg
Peau Marine,Natacha Bito,90.25,"['digital', 'numerique', 'portrait', 'bleu', 'rouge', 'femme']",42x29.7 cm,Illustration,"Portrait en peinture numérique. 
J'utilise le bleu et le rouge comme couleurs car se sont les couleurs qui, pour moi, représentent le plus d'émotions différentes. J'aime exploiter ces couleurs car elles sont vibrantes et importantes car ce sont les primaires.

                [...]",https://www.artmajeur.com/natacha-bito/en/artworks/15482008/peau-marine,downloaded_images/15482008_079571ee-57ad-4dc0-8d59-9df776010b36.jpg
Sous Une Pluie D'halloween,Léonie Sommer,25.0,"['Halloween', 'Eblouissement', 'Ombre', 'Nuit', 'Création', 'Virtuel', 'Extirper de la matière', 'Naissance', 'Vie', 'Enfant', 'Poésie', 'Art']",,Abstract,"La période est trouble. Le vent se mit à souffler. Sous ses doigts, la peinture à 'huile, de la craie, un couteau, de l'huile. Quelque chose arrive, elle le sent. Elle prend l'appareil photo. Joue avec la lumière. Eblouit  les apparences. Elle en joue. La lance dans la réalité virtuelle. L'âme prend son essor, se bat, lutte. L'extirpe[...]",https://www.artmajeur.com/leonie-sommer/en/artworks/16228882/sous-une-pluie-d-halloween,downloaded_images/16228882_artmaj-sous-une-pluie-d-halloween-elle-extirpa-la-vie-de-la-matiere.jpg
Toomaj Salehi,Sarah Saharkhiz,34.1,"['toomajsalehi', 'toomaj salehi', 'mahsaamini', 'mahsa amini', 'singer', 'hiphop']",,Illustration,"Toomaj Salehi is an Iranian hip hop artist mainly known for his protest songs concerning Iran's societal issues and the policies of the government of the Islamic Republic of Iran. 
Well-known rapper Toomaj Salehi, who supported the protest movement that sprang up in Iran last year, has avoided a death sentence and has been jailed for six[...]",https://www.artmajeur.com/sarah-saharkhiz/en/artworks/17098849/toomaj-salehi,downloaded_images/17098849_11-07-23-rgb.jpg
Проект 2018,Volodimir Kudlai,25.0,"['Проект', 'Кудлай']",,Spiritual Art,"Проект реконструкції Свято-Успенського собору в м. Дніпро 
ГАП Кудлай

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/volodimir-kudlai/en/artworks/17658631/proekt-2018,downloaded_images/17658631_40305163-2129541787126920-2584093668075896832-n.jpg
Illusion Of Life,Lexa Portrait Art,31.0,"['life', 'human', 'digital', 'dark', 'dark art', 'awareness', 'illusion', 'purple', 'brown', 'person', 'search', 'purpose']",,Conceptual Art,"Illusion of Life is an expression of the burden our human thoughts can create. The illusory world that is almost automatically created in the mind. 
 
A digital painting created in Procreate and Photoshop in 2018.  
As a artist I am searching for my place in life. My role on this planet. How to relate to other beings and how to choose[...]",https://www.artmajeur.com/lexaportraitart/en/artworks/16397038/illusion-of-life,downloaded_images/16397038_2018-illusionoflife-40x60.jpg
Beethoven,Denis Sukhinin,72.0,"['Inner turmoil representation', ""Maestro's portrayal"", 'Timeless creativity', 'Genius and madness', 'Artistic chaos', 'Visual symphony', 'Distorted features', 'Emotional intensity', 'Expressive brushstrokes', 'Artistic revolution', 'Creative turmoil', 'Emotive artwork', 'Musical genius', 'AI expressionism', 'Beethoven portrait']",,Expressionism,"Explore the essence of a musical genius through the lens of  expressionism. In this portrait of Beethoven, emotions erupt with the intensity of his timeless compositions. Every brushstroke captures the depth of his inner turmoil, translating into a whirlwind of emotions that resonate from the canvas. 
 
The portrait conveys the struggle,[...]",https://www.artmajeur.com/denis-sukhinin/en/artworks/17237656/beethoven,downloaded_images/17237656_mozart1.jpg
