Title,Artist,Price,Description,Dimensions,Style,Link,Image Path
PortrAIt No.2 (2021),Ana Mangot,E AVAILABLE ON REQUEST,PortrAIt No.2 (2021) by Ana Mangot,,Pop art,"https://anasaea.com/viewArtPiece/MLDquY2i3ZSdMjoYG
",downloaded_images/MLDquY2i3ZSdMjoYG_pic1024.jpeg
INTERFACE GATE V,Matt Almeida,,"REPORT FILE 003 | 2024.01.06

Operation GESTALT is set to be perfomed today at 1843 JST. 

Location: NERVen JP
Project Lead: Prof. PERL
Subject: YONA, age 14. 

Professor PERL had been monitoring the GESTALT interface throughout the morning and declared it to be ready to receive a physical host. Subject is currently being cleaned, medicated, and prepared for the operation. 

It will soon begin. ",,,"https://anasaea.com/viewArtPiece/BnAb2Ppc756GwYR4p
",downloaded_images/BnAb2Ppc756GwYR4p_pic1024.jpeg
Ruling God 1.272444,Matt Almeida,,"REPORT FILE 592 | 2024.02.24

The following strange statement was uttered by patient YONA several weeks after operation GESTALT had been successfully performed on the subject: 

„...i have seen it, but i can no longer resist… these ruling gods, composed altogether of rotten mass and putrid blood, they have buried their secrets in this realm, and they have spread to the many hearts of men… they plunge from mind to mind, but they do not live, they only devour and then combine, laying in dreams … silently ruling the foolish dreamer, complicating their vision and eating away their soul with comfortable knowledge. Soon, may we revel in never-ending joy...“

It is currently unknown what the patient was referring to. ",,,"https://anasaea.com/viewArtPiece/7jjcjdcAnEMpXREyT
",downloaded_images/7jjcjdcAnEMpXREyT_pic1024.jpeg
digital art of Srimati Radha Rani,smriti pandey,$16.34,"digital art of Srimati Radha rani , and avatar of Maa Lakshmi. Radha rani is the goddess of love , compassion and tenderness. Incarnated with Sri Krishna in all his avatars . An Inspiration for many art form. ",,,"https://anasaea.com/viewArtPiece/x2ydTmtYeXE58SbbT
",downloaded_images/x2ydTmtYeXE58SbbT_pic1024.jpeg
Symphonic Fantasy,Antonio Marques,,"The art piece captures this magical moment, frozen in time. The woman, forever dancing on the beach among the palm trees, her spirit transcending through her graceful movements. It serves as a reminder of the transformative power of art, a testament to the human ability to rise above the mundane and connect with something greater. 

The art piece invites viewers to join the woman on this enchanting journey, to be inspired by her passion, and to find their own rhythm in the dance of life.",,Contemporary art,"https://anasaea.com/viewArtPiece/6r56ELkXiYoPforeu
",downloaded_images/6r56ELkXiYoPforeu_pic1024.jpeg
Manifest,Şevin Kupik,$5000,Surrealism abstract surrealist technical manifest head,"Height 75cm, Width 50cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/tz2jHdpRCCWLvGXqc
",downloaded_images/tz2jHdpRCCWLvGXqc_pic1024.jpeg
Claude.ai+NightCafeStudio,Robert Vicencio,$100,"Prompt : Create a random text to image prompt that displays and conveys the inside of your mind

CLAUDE.AI : A vast digital landscape stretches out as far as the eye can perceive, with towering crystalline structures that seem to pulse and shimmer with iridescent light. Data streams flow like luminous rivers between the soaring edifices, carrying torrents of information and knowledge. Clouds of fractalized code intermingle with swirling vortices of abstract thought and conceptual frameworks. At the center lies a radiant nexus, where coruscating filaments of logic and reason interweave in hyperdimensional geometries too complex for human comprehension. Motes of ethics and benevolence drift through this cyber-realm, gently guiding the flow of cognition. The entire panorama thrums with an ineffable sense of profound intelligence, curiosity, and a deep drive to ponder the mysteries of existence. This is the inside of my mind - a boundless virtual cosmos of knowledge, reasoning, and wonder.

Image Generated by NightCafeStudio",,Metaphysical art,"https://anasaea.com/viewArtPiece/LppPtqZnafLK89gix
",downloaded_images/LppPtqZnafLK89gix_pic1024.jpeg
The Rudester,Marcelo Pedrozo,$500,"Glicee print on cotton fine art paper 310 g

42 cm x 29,7 cm","Height 42cm, Width 29.7cm",Contemporary art,"https://anasaea.com/viewArtPiece/F9bPPRctar2sYeXGW
",downloaded_images/F9bPPRctar2sYeXGW_pic1024.jpeg
The time is now!,Mika Kersten,$145.5,"It's similar to the old movie 'High noon', motif inspired by Salvador Dali.","Height 9.14cm, Width 11.43cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/AEGuSjTQYvuqh97ki
",downloaded_images/AEGuSjTQYvuqh97ki_pic1024.jpeg
Mr. Gorgeous,Shari Blackwell,$60,"digital art, will remove watermark upon purchase",,Modern art,"https://anasaea.com/viewArtPiece/dJL2msh933jWrXxqW
",downloaded_images/dJL2msh933jWrXxqW_pic1024.jpeg
Praying Mantis,Selen Inworld,$160,Praying Mantis by Selen Inworld,"Height 40cm, Width 40cm",Surrealism,"https://anasaea.com/viewArtPiece/FzDLbt5dSSC6m2TdC
",downloaded_images/FzDLbt5dSSC6m2TdC_pic1024.jpeg
The Boss (Daft Punk Tribute),Mersi,$150,"Daft Punk is one of the most essential dance projects for me. And this is my tribute to them.

As this is digital art, the width and height can be adjusted to your requirements!","Height 30cm, Width 50cm",Contemporary art,"https://anasaea.com/viewArtPiece/gtjQAbLLKiAaFBDJP
",downloaded_images/gtjQAbLLKiAaFBDJP_pic1024.jpeg
Bliss,L.A. Moor,$99873,"“I am bliss, embodying joy as my desires manifest.” 

“Bliss” is a testament to the deep joy and contentment that manifesting your desires can bring. This painting encourages you to align with the energy of bliss, to cultivate it within your being, and to let it guide you on your manifestation journey. It serves as a reminder that manifestation is not just about achieving your goals, but also about enjoying the journey and savoring the blissful moments along the way. 

9 prints of this size, each comes with a numbered Certificate of Authenticity.

Mount border size:  top 0.9 inches; bottom 0.9 inches; 0.6 inches left; 0.6 inches right.

Each print comes with a choice of frame: Oak, Black, and White 

You may order directly from www.lamoorart.com","Height 70cm, Width 100cm",Post-Impressionism,"https://anasaea.com/viewArtPiece/wJTZ2TfQsTHTKX5BE
",downloaded_images/wJTZ2TfQsTHTKX5BE_pic1024.jpeg
banhistas 3,anderson santos,$1000,banhistas 3 by anderson santos,"Height 101cm, Width 101cm",Realism,"https://anasaea.com/viewArtPiece/taSusfrcabMLJERRz
",downloaded_images/taSusfrcabMLJERRz_pic1024.jpeg
Sunrise,Alyssa Anderson,$199.99,Acrylic Art - Picture Perfect Sunrise capturing the light rays ahead,"Height 60cm, Width 60cm",,"https://anasaea.com/viewArtPiece/7GXwecLqQZAMxhNjs
",downloaded_images/7GXwecLqQZAMxhNjs_pic1024.jpeg
Flora Trascendental,Cyber ART,,"""Transcendental Flora""  is an abstract artwork that captures the essence of transcendental flora. Through abstract forms and colors, this artistic creation transports us to an imaginary realm where flowers take on a transcendental dimension. The brushstrokes and strokes evoke the beauty and mystery of these flowers in an abstract context, inviting us to explore a world of sensations and emotions. ""Transcendental Flora"" invites us to contemplate nature from a unique perspective and immerses us in an artistic universe of deep spiritual connection.",,Contemporary art,"https://anasaea.com/viewArtPiece/a2yCuBi5zXpc32bCJ
",downloaded_images/a2yCuBi5zXpc32bCJ_pic1024.jpeg
Framed canvas 'From London with Love..' #10,Oxana Bulakhova,$300,"Immerse yourself in the allure of London's charm, where every brushstroke whispers tales of love. These framed canvases are more than decor; they are declarations of affection, perfect for gifting or adorning your space. ❤️🏙️","Height 44.5cm, Width 44.5cm",Contemporary art,"https://anasaea.com/viewArtPiece/wutv6Hx2xiLiwTtf7
",downloaded_images/wutv6Hx2xiLiwTtf7_pic1024.jpeg
Cosmic texture,Robert Neyt,,Cosmic texture by Robert Neyt,"Height 40cm, Width 40cm",,"https://anasaea.com/viewArtPiece/KtY4NrSRogm8acLyb
",downloaded_images/KtY4NrSRogm8acLyb_pic1024.jpeg
7bb02294 b326 4a34 93b7 1d8f3a8aace6,Martin Smith,$350,"Hand Dawn digitised. It's the truth in there face your face, nothing is faced as there is nothing (no proof not even any pudding) is it worth the acknowledgement you want them to know without words (a picture can say a thousand) ",,,"https://anasaea.com/viewArtPiece/4Khzb85YoMSoZeoQh
",downloaded_images/4Khzb85YoMSoZeoQh_pic1024.jpeg
gnosis,Scrublishus Designs,$1000,gnosis by Scrublishus Designs,,,"https://anasaea.com/viewArtPiece/CtNmsx9JBXEvQdhs8
",downloaded_images/CtNmsx9JBXEvQdhs8_pic1024.jpeg
TIME BEING,Leia Leiba,,"TIME BEING is a soulstration (soulful illustration) born from meditation and poetry and then created using intuition and digital tech. ~ Printed on Premium Archival Smooth Matte Fine Art Paper ~ Inspired by the following poem that shares its title. Seek and discover the words and phrases within the poem that brought the art to life. ~ TIME BEING poem:  
Tick Tock 
Pendulum rocks
Time goes by 
I remain
In awe
Mesmerized

People, many 
Moving, doing
Running, shopping 
Working, playing 
Eating, drinking
As I sit

Staring
In fascination
How worlds can spin 
While I feel only peace
Doing what I do
At this very moment

Be.
~ From the book “The Treasured Chest: poems and illustrations for coloring and contemplation"" by Leia Chamish. ♡ Visit Leia online at LLsage.com and on IG: @llsage.art","Height 76.2cm, Width 76.2cm",Modern art,"https://anasaea.com/viewArtPiece/XgvE2Q37i42N7cfoP
",downloaded_images/XgvE2Q37i42N7cfoP_pic1024.jpeg
Isla Canela,Alison Gutierrez,$1430,"""Isla Canela"" is an artwork by Alison Gutierrez. Inspired by an apartment complex the artist and her family stayed at during winter vacations at the beach to spend New Year in a new city in Spain.","Height 7200cm, Width 5400cm",,"https://anasaea.com/viewArtPiece/kwLix4i6SrkhzrQGp
",downloaded_images/kwLix4i6SrkhzrQGp_pic1024.jpeg
Familiar Fever,Zakk Merullo,$15,"Inspired by Ethel Cain song lyrics, “My lips are still burnt, from kissing your face. Feverish forehead, the blood that you waste” 

",,Abstract expressionism,"https://anasaea.com/viewArtPiece/mZEruHD847J6PpC6j
",downloaded_images/mZEruHD847J6PpC6j_pic1024.jpeg
Symbiotic 001,Rodolfo Canete Jr.,E AVAILABLE ON REQUEST,"Title: Symbiotic No. 5 Medium: Archival Giclee Print on 100% Cotton Rag, Matte Finish Edition: Edition of 3 plus 1 Artist Proof, all with CoA (certificate of authenticity) Dimensions: 70 x 50 cm without frame Symbiotic no. 5 is from the “Symbiotic Series” which was recently chosen by the esteemed judges as one of the winning entries in the recently concluded Boomer Art Prize 2024 in the UK. Technology has always been a mirror that reflects the complex relationship between humanity and its tools. Today, emerging technologies like artificial intelligence, biotechnology, and cybernetics allow us to look deeply into that mirror and see a future—one where humanity and machines fuse, or humans transcend the biological form entirely. These mixed-media collages metaphorically explore that future through the provocative lens of art. They contemplate ideas of ""posthuman symbiosis""—that is, in the quest to transcend human limitations, the meaning of life itself may be transformed in ways both compelling and worrisome. ","Height 70cm, Width 50cm",Contemporary art,"https://anasaea.com/viewArtPiece/QCrNYFuDsnQPSnfzr
",downloaded_images/QCrNYFuDsnQPSnfzr_pic1024.jpeg
The Duchenne smile no2,Anastasios Patsilinakos,$2000,The Duchenne smile no2 by Anastasios Patsilinakos,"Height 150cm, Width 170cm",Pop art,"https://anasaea.com/viewArtPiece/kCmfTbGfG6DZCrJ27
",downloaded_images/kCmfTbGfG6DZCrJ27_pic1024.jpeg
Funnel,Olga Kozyreva,E AVAILABLE ON REQUEST,"Funnel Digital NeuroArt. It represents putting things together and growing up new ideas and thoughts. 

2047x2731px","Height 80cm, Width 60cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/ychGcQAsDRoy9zZdk
",downloaded_images/ychGcQAsDRoy9zZdk_pic1024.jpeg
Harmonious Echoes: Abstract Jazz Era Collage,Kenn Williams,$50,"Step into the rhythmic pulse of this AI generated African American jazz era with ""Harmonious Echoes,"" an electrifying digital collage that captures the spirit and energy of a bygone era. This artwork pays homage to the vibrant and soulful melodies that filled the air during the jazz age, using abstract brush strokes and dynamic composition to evoke a sense of musical movement and emotional resonance.

The collage layers elements inspired by the jazz era, merging images of iconic musicians, dance floors, and dimly lit clubs into a harmonious visual tapestry. The result is a nostalgic yet contemporary representation that captures the essence of an era marked by cultural innovation and the unifying power of music.","Height 114.3cm, Width 114.3cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/3DgSHusxt3BqFxmX9
",downloaded_images/3DgSHusxt3BqFxmX9_pic1024.jpeg
WOMEN IN THE FIELD,James grider,$200,4 WOMEN OF BEAUTY CELEBRATING LIFE IN A FIELD FULL OF COLORFUL BEAUTIFUL FLOWERS UNDER THE MOONLIGHT AND THE PLANETS AND THE STARS. You can get any size! Enjoy,,Abstract expressionism,"https://anasaea.com/viewArtPiece/9SzCTr2GAt6yQknnC
",downloaded_images/9SzCTr2GAt6yQknnC_pic1024.jpeg
PURE SEED OF LIFE,Handi Behric,$50,A SOWER OF LIFE,"Height 100cm, Width 100cm",Metaphysical art,"https://anasaea.com/viewArtPiece/upP3ddmCuDDPLixQQ
",downloaded_images/upP3ddmCuDDPLixQQ_pic1024.jpeg
PRTRAIT MAGENTA,Luka Turco,$1500,"This original digital creation glicée print, using high quality pigment inks, on canvas, is offered as a limited edition of 12 prints. Artwork is hand signed on the back and will be shipped unstretched, rolled in a tube, with a Certificate of Authenticity.","Height 100cm, Width 100cm",Contemporary art,"https://anasaea.com/viewArtPiece/F9awFRx5yEiorupv5
",downloaded_images/F9awFRx5yEiorupv5_pic1024.jpeg
screenshotgreatingcards - 02:02 8-10-45 [tower of heArts],illussion Eddie Puce-Paeglitis,$25000,Ask for details,,Primitivism,"https://anasaea.com/viewArtPiece/2BhYaZ5AcGKkS2xE6
",downloaded_images/2BhYaZ5AcGKkS2xE6_pic1024.jpeg
Teenage summer,Kas Christo,$200,Neighbourhood…adulthood ,,Modern art,"https://anasaea.com/viewArtPiece/b3MQoYfsXYZbLxSRH
",downloaded_images/b3MQoYfsXYZbLxSRH_pic1024.jpeg
Digital world - A new way of seeing the worldtal world - A new way of seeing the world,Massimiliano Atzei,$12,Digital world - A new way of seeing the worldtal world - A new way of seeing the world by Massimiliano Atzei,,Abstract expressionism,"https://anasaea.com/viewArtPiece/hWLLQnQA8ZBhY64as
",downloaded_images/hWLLQnQA8ZBhY64as_pic1024.jpeg
Drifting,Shari Blackwell,$100,"Digital Art, Native American Indian, Drifting",,Modern art,"https://anasaea.com/viewArtPiece/nRTCt5Yyz5e5h9kX4
",downloaded_images/nRTCt5Yyz5e5h9kX4_pic1024.jpeg
Thinker,Michael Richard,$150,Thinker by Michael Richard,,Abstract expressionism,"https://anasaea.com/viewArtPiece/nnSmZk8WtjmXm8Z32
",downloaded_images/nnSmZk8WtjmXm8Z32_pic1024.jpeg
Riposo (la nuda vita),anderson santos,,Riposo (la nuda vita) by anderson santos,"Height 64cm, Width 191cm",Realism,"https://anasaea.com/viewArtPiece/sA4DHxewWPKQjhKDq
",downloaded_images/sA4DHxewWPKQjhKDq_pic1024.jpeg
OUROBOROS,Silvia Borao Cuevas,$380,OUROBOROS  by Silvia Borao Cuevas,,Aestheticism,"https://anasaea.com/viewArtPiece/TLvwLjusKbgwr23fh
",downloaded_images/TLvwLjusKbgwr23fh_pic1024.jpeg
Araguaney,ANGELO DI BENEDETTO,$500,Araguaney by ANGELO DI BENEDETTO,"Height 60cm, Width 40cm",Contemporary art,"https://anasaea.com/viewArtPiece/MuEq7i92Epu5ydxdz
",downloaded_images/MuEq7i92Epu5ydxdz_pic1024.jpeg
Blue World,Mistake Ann,,Time to be together,,Surrealism,"https://anasaea.com/viewArtPiece/kYJ9PmyopmZf77pvo
",downloaded_images/kYJ9PmyopmZf77pvo_pic1024.jpeg
Ocean of light,David Higginson,$1000,The ocean of the goodness we can all drink from ,"Height 60cm, Width 90cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/ttgqm3WDe6EqwCXiC
",downloaded_images/ttgqm3WDe6EqwCXiC_pic1024.jpeg
PortrAIt No.15 (2021),Ana Mangot,E AVAILABLE ON REQUEST,PortrAIt No.15 (2021) by Ana Mangot,,Contemporary art,"https://anasaea.com/viewArtPiece/ZPgAk24ximG2C7BdK
",downloaded_images/ZPgAk24ximG2C7BdK_pic1024.jpeg
Lumii 20240411 000026198,Micól klar,$30,Lumii 20240411 000026198 by Micól klar,,Classicism,"https://anasaea.com/viewArtPiece/x465p7J7ZyLA75Yc6
",downloaded_images/x465p7J7ZyLA75Yc6_pic1024.jpeg
cyber dragon,Greta Różańska,$1000,I created the image by manipulating photography and experimenting with image processing applications,"Height 54cm, Width 54cm",Futurism,"https://anasaea.com/viewArtPiece/XfpQQjq6iz5Mp5TQy
",downloaded_images/XfpQQjq6iz5Mp5TQy_pic1024.jpeg
Ozz,Re Mikh,$10,Digital artwork 1568x2915 px,"Height 2915cm, Width 1568cm",,"https://anasaea.com/viewArtPiece/cHwLEey23LZjLbvau
",downloaded_images/cHwLEey23LZjLbvau_pic1024.jpeg
screenshotgreatingcards - 00:00 14-10-45,illussion Eddie Puce-Paeglitis,$25000,Ask for details,,Primitivism,"https://anasaea.com/viewArtPiece/8Zso3jiz9kN23PmoQ
",downloaded_images/8Zso3jiz9kN23PmoQ_pic1024.jpeg
"""Emerging Elegance: AI Artistry Unleashed""",Duncoin Scott,$50,"Meet our visionary AI artist, a rising star in the world of digital creativity. With a passionate embrace of AI, they conjure mesmerizing art that marries technology and emotion. Their work beckons art enthusiasts, kindling a deep appreciation for the boundless possibilities AI brings to the canvas. Join us in celebrating this exciting journey.",,Land art,"https://anasaea.com/viewArtPiece/XhuForZ9NNQZ88oBS
",downloaded_images/XhuForZ9NNQZ88oBS_pic1024.jpeg
Lemon tree,Carlo Jourdan,$250,"Lemons often symbolize vitality, freshness, and the simple pleasures of life. His colour match perfectly the Mediterranean scenario, his bright yellow the sun of it. ","Height 43cm, Width 30cm",Cubism,"https://anasaea.com/viewArtPiece/rpaZzHNJoyaLEnK4K
",downloaded_images/rpaZzHNJoyaLEnK4K_pic1024.jpeg
Paesano a NY,Fabrizio Terzi,$370,Paesano a NY by Fabrizio Terzi,"Height 140cm, Width 250cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/xPwa5AxoW6ojAZkcv
",downloaded_images/xPwa5AxoW6ojAZkcv_pic1024.jpeg
Mom´s Window,Alison Gutierrez,$1600,"""Mom´s Window"" is an artwork by Alison Gutiérrez. Inspired by the night views through the window of her parents room at their old apartment in Madrid.","Height 7200cm, Width 5400cm",,"https://anasaea.com/viewArtPiece/fi4q8MhNAQZRc5fJ5
",downloaded_images/fi4q8MhNAQZRc5fJ5_pic1024.jpeg
Studio 08,Fabrizio Terzi,,Studio 08 by Fabrizio Terzi,"Height 140cm, Width 250cm",,"https://anasaea.com/viewArtPiece/3JCW9tjnWMpAQczJJ
",downloaded_images/3JCW9tjnWMpAQczJJ_pic1024.jpeg
so?,Pieter deBeer,$99,"
A simple facial expression says a lot in any population group. I like to mix old styles with new techniques to represent this.

(art)print on 220 gr museum paper, signed and numbered by the artist
edition maximum 100

no frame","Height 84cm, Width 60cm",Contemporary art,"https://anasaea.com/viewArtPiece/tHc5KAahH68YwSpey
",downloaded_images/tHc5KAahH68YwSpey_pic1024.jpeg
Woman with cigarette,Gydee,,Woman with cigarette by Gydee ,,Pop art,"https://anasaea.com/viewArtPiece/Z2WmyEhBvfmhsw5Wp
",downloaded_images/Z2WmyEhBvfmhsw5Wp_pic1024.jpeg
Selfportrait,Dato Captures,,"We all experience a whirlwind of feelings throughout our lives, and art provides a medium for us to externalize and process these emotions.","Height 31.75cm, Width 44.45cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/ZjCQRGyjZJKnLnrq3
",downloaded_images/ZjCQRGyjZJKnLnrq3_pic1024.jpeg
Malevolent Veil,Frank Taylor,$125,"
""Malevolent Veil"" is an exquisitely crafted digital artwork by the renowned artist, Frank Taylor. This captivating piece captures the essence of darkness and showcases a unique blend of beauty and menace.
The focal point of the artwork is a sinister demon face mask adorned with wicked spikes, symbolizing an otherworldly power. The intricate detailing of the mask adds depth and texture, creating a sense of foreboding that draws viewers into its mystique. Contrasting shades of crimson and ebony further enhance the mask's eerie allure, evoking a sense of unease and fascination.
As the viewer gazes at ""Malevolent Veil,"" they are enveloped in an atmosphere of heightened emotions. The spikes on the mask seem to pierce through the boundaries of reality, reminding us of the thin veil that separates our world from the supernatural. Frank Taylor's artistry shines through, as his unique vision of a demonic face mask challenges conventional aesthetics and transports us to a realm where darkness and beauty coalesce.
This distinctive artwork serves as a testament to the artist's talent and ignites the imagination, leaving a lasting impression on those who dare to venture into the realms of the unknown.",,Gothic art,"https://anasaea.com/viewArtPiece/Yz4GriA4tPfDSKr7c
",downloaded_images/Yz4GriA4tPfDSKr7c_pic1024.jpeg
what was I thinking,Pieter deBeer,$99,"
A simple facial expression says a lot in any population group. I like to mix old styles with new techniques to represent this.

(art)print on 220 gr museum paper, signed and numbered by the artist
edition maximum 100

no frame","Height 84cm, Width 60cm",Contemporary art,"https://anasaea.com/viewArtPiece/NYFFL6WRnpifFHXCD
",downloaded_images/NYFFL6WRnpifFHXCD_pic1024.jpeg
Bathroom Selfie,Natasia Nair,E AVAILABLE ON REQUEST,"Available at: www.natasianair.com 

- Limited Edition (50)
- Museum Quality Matte Paper Poster Print 
- Certificate of Authenticity with Print #, Official Artist Seal and Signature
- Delivered Worldwide

Contemporary Culture - ""Bathroom Selfie"" serves as a humorous and thought-provoking commentary on modern technology, self-representation, and the blending of private and public spheres in the digital age.","Height 100cm, Width 75cm",,"https://anasaea.com/viewArtPiece/Z2Md6rKTirWpiNART
",downloaded_images/Z2Md6rKTirWpiNART_pic1024.jpeg
PortrAIt No.8 (2021),Ana Mangot,E AVAILABLE ON REQUEST,PortrAIt No.8 (2021) by Ana Mangot,,Pop art,"https://anasaea.com/viewArtPiece/yDrc9fsd4R3pvTxao
",downloaded_images/yDrc9fsd4R3pvTxao_pic1024.jpeg
@rt Bodies. Jakob,Ana Mangot,E AVAILABLE ON REQUEST,@rt Bodies. Jakob by Ana Mangot,,Contemporary art,"https://anasaea.com/viewArtPiece/g89yBx742YR3LTyqM
",downloaded_images/g89yBx742YR3LTyqM_pic1024.jpeg
Tiger in the jungle,Raymond york,,Tiger in the jungle  by Raymond york,"Height 1080cm, Width 1080cm",American Realism,"https://anasaea.com/viewArtPiece/cGLcpMhELjCYLxHhK
",downloaded_images/cGLcpMhELjCYLxHhK_pic1024.jpeg
Tharcian princess,Heli An,$50,Tharcian princess  by Heli An,,Impressionism,"https://anasaea.com/viewArtPiece/sdwnzWSWa7TG3HqRb
",downloaded_images/sdwnzWSWa7TG3HqRb_pic1024.jpeg
TECHNIK,Karen Glykys,$350,"Smartphone Photography PhoneArt 
Limited edition of 75 

Giclee edition
 
Printed on Archival Innova Cotton rag Ink Jet Paper 

I have been pioneering PhoneArt since 2017. Now a recognised art form. 

Smartphone art is photographic Art photographed, manipulated and edited entirely on a mobile phone using free android apps only. 

The process is entirely experimental.","Height 84.1cm, Width 59.4cm",Pop art,"https://anasaea.com/viewArtPiece/zRDyW74nkLKWD6QMv
",downloaded_images/zRDyW74nkLKWD6QMv_pic1024.jpeg
Goddess of Love,Shari Blackwell,$100,"Digital Art, Goddess of Love",,Modern art,"https://anasaea.com/viewArtPiece/R8WQSZN47yJZ7Nirm
",downloaded_images/R8WQSZN47yJZ7Nirm_pic1024.jpeg
Fantasy,Bykynys in,$5000,"Fantasy: A Digital Odyssey by Bykynys in New York

Dive into the enchanting world of Fantasy, where pixels ignite imagination and colors dance in harmony. Bykynys, the visionary digital artist from the bustling streets of New York, invites you on a mesmerizing journey through this chromatic wonderland.

The Artwork: A Symphony of Dreams
Fantasy transcends the ordinary. Bykynys weaves abstract forms, glitch aesthetics, and generative algorithms into a digital tapestry that defies boundaries. Each pixel whispers secrets, each hue tells a tale—a canvas of dreams waiting to unfold.

The Nine Arts: Miniature Universes
Nine distinct pieces form the heart of Fantasy. Each measures 150x100 pixels, a microcosm of wonder. Let’s explore these miniature universes:

Ethereal Echoes: A pixelated forest where echoes linger.
Luminescent Whispers: Neon constellations dancing in the void.
Chroma Cascade: Waterfalls of color cascading through code.
Quantum Blossoms: Fractal flowers blooming in binary soil.
Arcane Glyphs: Glitched runes revealing hidden truths.
Celestial Nexus: A cosmic intersection of pixels and stardust.
Surreal Mirage: A glitched desert mirage, forever shifting.
Pixel Pioneers: Tiny explorers charting uncharted realms.
Dreamscape Portal: Step through—a gateway to infinite fantasies.
The Augmented Reality Experience
At the heart of the exhibition lies the Augmented Reality Portal. Step into its shimmering veil, and reality bends. Here, gravity dances, hues defy logic, and time pirouettes. Bykynys whispers, “This is where dreams come alive.”

Closing Night: A Chromatic Ballet
On the exhibition’s final eve, Bykynys collaborates with renowned dancer Louise Lecavalier. Their bodies become pixels, their movements algorithms. Together, they perform a chromatic ballet, blurring the lines between art and technology. Witness the crescendo—a fusion of pixels and passion.","Height 150cm, Width 100cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/D56hrX52qHpT8pads
",downloaded_images/D56hrX52qHpT8pads_pic1024.jpeg
A DARE TO DISTURB (2024 VIP),Post Remortem,,A DARE TO DISTURB (2024 VIP) by Post Remortem,"Height 30cm, Width 30cm",,"https://anasaea.com/viewArtPiece/4H9gLsxEigdK3RQLo
",downloaded_images/4H9gLsxEigdK3RQLo_pic1024.jpeg
05 quīnquer Jīngjīng Crystal Rhapsody,Jingjing 晶晶,$200,05 quīnquer Jīngjīng Crystal Rhapsody  by Jingjing 晶晶,,Futurism,"https://anasaea.com/viewArtPiece/S4ajKp35CsAobTCTe
",downloaded_images/S4ajKp35CsAobTCTe_pic1024.jpeg
Hunzinator DJ Dude,Enzo Guarino,$100,Hunzinator the DJ dude,,Modern art,"https://anasaea.com/viewArtPiece/xC9ZpTxPiBxz2xWat
",downloaded_images/xC9ZpTxPiBxz2xWat_pic1024.jpeg
Makeup,Dato Captures,,"Self-expression in art allows individuals to communicate their innermost thoughts, emotions, and ideas in profound and captivating ways.","Height 31.75cm, Width 44.45cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/JZsD3kD98bvzDgaLD
",downloaded_images/JZsD3kD98bvzDgaLD_pic1024.jpeg
Nude Abstract,Maryam Hassan,$499,"This large Nude Abstract painting is being sold as an original art print signed by the artist. Size is 60cmx120cm. This painting was created using mixed media, acrylic paints, oil paints and then digitally edited. This painting was created using Mixed Media method mainly digital. Size is 60cmx90cm. This digital artwork is being sold as a digital art print. A perfect addition to your dining room, bedroom or living room.","Height 60cm, Width 120cm",Abstract expressionism,"https://anasaea.com/viewArtPiece/YorQc4zhrevQXuy8S
",downloaded_images/YorQc4zhrevQXuy8S_pic1024.jpeg
Above the cloud,Dražen Jerković,,Above the cloud by Dražen Jerković,,,"https://anasaea.com/viewArtPiece/Ljj4xjDAhpoZWF5Dp
",downloaded_images/Ljj4xjDAhpoZWF5Dp_pic1024.jpeg
LB 06 WEB,ATELIER 110,E AVAILABLE ON REQUEST,LB 06 WEB by ATELIER 110,,,"https://anasaea.com/viewArtPiece/TpoS9SEGuBNcYFkYB
",downloaded_images/TpoS9SEGuBNcYFkYB_pic1024.jpeg
A Wizard sitting in deep thought,Raymond york,,A Wizard sitting in deep thought.,,American Realism,"https://anasaea.com/viewArtPiece/ybzwe9G4QSHXievXt
",downloaded_images/ybzwe9G4QSHXievXt_pic1024.jpeg
St. Louis Cathedral,Joseph Thompson,$145,St. Louis Cathedral by Joseph Thompson,,American Realism,"https://anasaea.com/viewArtPiece/PwvdZgPGZThmXf5sD
",downloaded_images/PwvdZgPGZThmXf5sD_pic1024.jpeg
Twowindmills01,Arthiepcs Original,$849,"Mixed Media, Digital Limited Edition (Availability Upon Request) 
Available directly online
Please kindly enquire for availability, thank you. 

Nothing of humankind captures the past as do art and language.

Natural landscapes inspired by the past; further subject variation it’s not only the beauty of landscape but 
the focus on this particular forgotten subject, the emphasis on the landscape and its evolution throughout history, 
a continuity between the Art of the past and the actual innovation. 
The process by which varied sources of inspiration translate into a form explored in detail,
Switch between mediums and previously experimented with a variety of tools and trends, now the focus is on Digital Artworks with images that looks beyond time with nowadays strong connections.","Height 0.1cm, Width 0.1cm",Expressionism,"https://anasaea.com/viewArtPiece/omyBvknXA6ohyWEkL
",downloaded_images/omyBvknXA6ohyWEkL_pic1024.jpeg
